transcript_id,transcript_position,score
tx_id_0,0,0.0
tx_id_0,10,0.0
tx_id_0,20,0.0
tx_id_0,30,1.0
tx_id_0,40,0.0
tx_id_0,50,0.0
tx_id_0,60,1.0
tx_id_0,70,0.0
tx_id_0,80,0.0
tx_id_0,90,0.0
tx_id_0,100,1.0
tx_id_0,110,0.0
tx_id_0,120,1.0
tx_id_0,130,0.0
tx_id_0,140,0.0
tx_id_0,150,1.0
tx_id_0,160,0.0
tx_id_0,170,1.0
tx_id_0,180,1.0
tx_id_0,190,1.0
tx_id_0,200,1.0
tx_id_0,210,0.0
tx_id_0,220,0.0
tx_id_0,230,0.0
tx_id_0,240,1.0
tx_id_0,250,0.0
tx_id_0,260,0.0
tx_id_0,270,1.0
tx_id_0,280,0.0
tx_id_0,290,0.0
tx_id_0,300,1.0
tx_id_0,310,0.0
tx_id_0,320,0.0
tx_id_0,330,0.0
tx_id_0,340,1.0
tx_id_0,350,1.0
tx_id_0,360,1.0
tx_id_0,370,1.0
tx_id_0,380,0.0
tx_id_0,390,1.0
tx_id_0,400,0.0
tx_id_0,410,0.0
tx_id_0,420,1.0
tx_id_0,430,0.0
tx_id_0,440,1.0
tx_id_0,450,1.0
tx_id_0,460,1.0
tx_id_0,470,0.0
tx_id_0,480,0.0
tx_id_0,490,0.0
tx_id_0,500,1.0
tx_id_0,510,0.0
tx_id_0,520,0.0
tx_id_0,530,1.0
tx_id_0,540,0.0
tx_id_0,550,1.0
tx_id_0,560,1.0
tx_id_0,570,0.0
tx_id_0,580,0.0
tx_id_0,590,1.0
tx_id_0,600,1.0
tx_id_0,610,1.0
tx_id_0,620,0.0
tx_id_0,630,0.0
tx_id_0,640,0.0
tx_id_0,650,0.0
tx_id_0,660,0.0
tx_id_0,670,1.0
tx_id_0,680,0.0
tx_id_0,690,0.0
tx_id_0,700,0.0
tx_id_0,710,0.0
tx_id_0,720,1.0
tx_id_0,730,1.0
tx_id_0,740,0.0
tx_id_0,750,0.0
tx_id_0,760,1.0
tx_id_0,770,0.0
tx_id_0,780,0.0
tx_id_0,790,1.0
tx_id_0,800,1.0
tx_id_0,810,0.0
tx_id_0,820,0.0
tx_id_0,830,0.0
tx_id_0,840,0.0
tx_id_0,850,1.0
tx_id_0,860,0.0
tx_id_0,870,1.0
tx_id_0,880,0.0
tx_id_0,890,0.0
tx_id_0,900,0.0
tx_id_0,910,0.0
tx_id_0,920,1.0
tx_id_0,930,0.0
tx_id_0,940,1.0
tx_id_0,950,1.0
tx_id_0,960,0.0
tx_id_0,970,0.0
tx_id_0,980,1.0
tx_id_0,990,0.0
tx_id_0,1000,1.0
tx_id_0,1010,0.0
tx_id_0,1020,1.0
tx_id_0,1030,1.0
tx_id_0,1040,0.0
tx_id_0,1050,1.0
tx_id_0,1060,1.0
tx_id_0,1070,1.0
tx_id_0,1080,0.0
tx_id_0,1090,0.0
tx_id_0,1100,0.0
tx_id_0,1110,0.0
tx_id_0,1120,0.0
tx_id_0,1130,0.0
tx_id_0,1140,1.0
tx_id_0,1150,0.0
tx_id_0,1160,0.0
tx_id_0,1170,0.0
tx_id_0,1180,0.0
tx_id_0,1190,1.0
tx_id_0,1200,0.0
tx_id_0,1210,0.0
tx_id_0,1220,0.0
tx_id_0,1230,1.0
tx_id_0,1240,1.0
tx_id_0,1250,0.0
tx_id_0,1260,0.0
tx_id_0,1270,0.0
tx_id_0,1280,1.0
tx_id_0,1290,0.0
tx_id_0,1300,0.0
tx_id_0,1310,0.0
tx_id_0,1320,0.0
tx_id_0,1330,1.0
tx_id_0,1340,1.0
tx_id_0,1350,1.0
tx_id_0,1360,0.0
tx_id_0,1370,0.0
tx_id_0,1380,0.0
tx_id_0,1390,0.0
tx_id_0,1400,0.0
tx_id_0,1410,0.0
tx_id_0,1420,0.0
tx_id_0,1430,1.0
tx_id_0,1440,0.0
tx_id_0,1450,0.0
tx_id_0,1460,1.0
tx_id_0,1470,0.0
tx_id_0,1480,1.0
tx_id_0,1490,1.0
tx_id_0,1500,1.0
tx_id_0,1510,1.0
tx_id_0,1520,0.0
tx_id_0,1530,0.0
tx_id_0,1540,1.0
tx_id_0,1550,1.0
tx_id_0,1560,0.0
tx_id_0,1570,0.0
tx_id_0,1580,0.0
tx_id_0,1590,0.0
tx_id_0,1600,0.0
tx_id_0,1610,0.0
tx_id_0,1620,0.0
tx_id_0,1630,1.0
tx_id_0,1640,0.0
tx_id_0,1650,0.0
tx_id_0,1660,0.0
tx_id_0,1670,1.0
tx_id_0,1680,1.0
tx_id_0,1690,1.0
tx_id_0,1700,0.0
tx_id_0,1710,0.0
tx_id_0,1720,1.0
tx_id_0,1730,1.0
tx_id_0,1740,0.0
tx_id_0,1750,1.0
tx_id_0,1760,1.0
tx_id_0,1770,0.0
tx_id_0,1780,1.0
tx_id_0,1790,1.0
tx_id_0,1800,0.0
tx_id_0,1810,0.0
tx_id_0,1820,1.0
tx_id_0,1830,1.0
tx_id_0,1840,0.0
tx_id_0,1850,0.0
tx_id_0,1860,0.0
tx_id_0,1870,0.0
tx_id_0,1880,0.0
tx_id_1,0,0.0
tx_id_1,10,1.0
tx_id_1,20,0.0
tx_id_1,30,0.0
tx_id_1,40,0.0
tx_id_1,50,0.0
tx_id_1,60,0.0
tx_id_1,70,0.0
tx_id_1,80,0.0
tx_id_1,90,0.0
tx_id_1,100,1.0
tx_id_1,110,0.0
tx_id_1,120,1.0
tx_id_1,130,1.0
tx_id_1,140,1.0
tx_id_1,150,1.0
tx_id_1,160,1.0
tx_id_1,170,1.0
tx_id_1,180,1.0
tx_id_1,190,0.0
tx_id_1,200,0.0
tx_id_1,210,0.0
tx_id_1,220,1.0
tx_id_1,230,0.0
tx_id_1,240,1.0
tx_id_1,250,0.0
tx_id_1,260,0.0
tx_id_1,270,1.0
tx_id_1,280,1.0
tx_id_1,290,0.0
tx_id_1,300,1.0
tx_id_1,310,0.0
tx_id_1,320,0.0
tx_id_1,330,0.0
tx_id_1,340,0.0
tx_id_1,350,1.0
tx_id_1,360,1.0
tx_id_1,370,1.0
tx_id_1,380,0.0
tx_id_1,390,0.0
tx_id_1,400,0.0
tx_id_1,410,0.0
tx_id_1,420,1.0
tx_id_1,430,1.0
tx_id_1,440,1.0
tx_id_1,450,1.0
tx_id_1,460,0.0
tx_id_1,470,0.0
tx_id_1,480,0.0
tx_id_1,490,0.0
tx_id_1,500,1.0
tx_id_1,510,0.0
tx_id_1,520,0.0
tx_id_1,530,0.0
tx_id_1,540,0.0
tx_id_1,550,1.0
tx_id_1,560,1.0
tx_id_1,570,0.0
tx_id_1,580,0.0
tx_id_1,590,0.0
tx_id_1,600,1.0
tx_id_1,610,1.0
tx_id_1,620,1.0
tx_id_1,630,0.0
tx_id_1,640,0.0
tx_id_1,650,0.0
tx_id_1,660,0.0
tx_id_1,670,0.0
tx_id_1,680,0.0
tx_id_1,690,0.0
tx_id_1,700,0.0
tx_id_1,710,0.0
tx_id_1,720,1.0
tx_id_1,730,1.0
tx_id_1,740,0.0
tx_id_1,750,0.0
tx_id_1,760,1.0
tx_id_1,770,0.0
tx_id_1,780,0.0
tx_id_1,790,1.0
tx_id_1,800,1.0
tx_id_1,810,0.0
tx_id_1,820,1.0
tx_id_1,830,0.0
tx_id_1,840,0.0
tx_id_1,850,1.0
tx_id_1,860,0.0
tx_id_1,870,1.0
tx_id_1,880,0.0
tx_id_1,890,0.0
tx_id_1,900,0.0
tx_id_1,910,0.0
tx_id_1,920,1.0
tx_id_1,930,0.0
tx_id_1,940,1.0
tx_id_1,950,1.0
tx_id_1,960,0.0
tx_id_1,970,0.0
tx_id_1,980,1.0
tx_id_1,990,0.0
tx_id_1,1000,1.0
tx_id_1,1010,0.0
tx_id_1,1020,1.0
tx_id_1,1030,1.0
tx_id_1,1040,0.0
tx_id_1,1050,1.0
tx_id_1,1060,0.0
