transcript_id,transcript_position,score
ENST00000000233,244,0.39111111111111113
ENST00000000233,261,0.5122222222222222
ENST00000000233,316,0.4211111111111111
ENST00000000233,332,0.39666666666666667
ENST00000000233,368,0.3888888888888889
ENST00000000233,404,0.3977777777777778
ENST00000000233,431,0.7655555555555555
ENST00000000233,440,0.44666666666666666
ENST00000000233,471,0.3611111111111111
ENST00000000233,539,0.44
ENST00000000233,571,0.4622222222222222
ENST00000000233,575,0.45222222222222225
ENST00000000233,665,0.5455555555555556
ENST00000000233,696,0.35555555555555557
ENST00000000233,752,0.3844444444444444
ENST00000000233,757,0.4588888888888889
ENST00000000233,765,0.5511111111111111
ENST00000000233,913,0.5911111111111111
ENST00000000412,355,0.43777777777777777
ENST00000000412,367,0.33444444444444443
ENST00000000412,496,0.42777777777777776
ENST00000000412,501,0.45111111111111113
ENST00000000412,547,0.4311111111111111
ENST00000000412,559,0.6266666666666667
ENST00000000412,627,0.4444444444444444
ENST00000000412,674,0.4888888888888889
ENST00000000412,769,0.4533333333333333
ENST00000000412,783,0.47555555555555556
ENST00000000412,793,0.4811111111111111
ENST00000000412,854,0.39666666666666667
ENST00000000412,923,0.43555555555555553
ENST00000000412,932,0.35555555555555557
ENST00000000412,1190,0.6011111111111112
ENST00000000412,1209,0.45111111111111113
ENST00000000412,1250,0.3322222222222222
ENST00000000412,1283,0.35444444444444445
ENST00000000412,1343,0.35444444444444445
ENST00000000412,1458,0.49
ENST00000000412,1545,0.35333333333333333
ENST00000000412,1570,0.32666666666666666
ENST00000000412,1638,0.3333333333333333
ENST00000000412,1661,0.4722222222222222
ENST00000000412,1699,0.42
ENST00000000412,1790,0.3522222222222222
ENST00000000412,1860,0.4388888888888889
ENST00000000412,1888,0.39444444444444443
ENST00000000412,1960,0.47
ENST00000000412,1986,0.38333333333333336
ENST00000000412,2195,0.42
ENST00000000412,2230,0.45555555555555555
ENST00000000412,2275,0.4577777777777778
ENST00000000412,2434,0.5388888888888889
ENST00000000412,2462,0.4166666666666667
ENST00000000412,2484,0.32666666666666666
ENST00000000412,2564,0.4888888888888889
ENST00000000412,2580,0.5555555555555556
ENST00000000412,2618,0.32666666666666666
ENST00000000412,2707,0.3655555555555556
ENST00000000412,2728,0.3322222222222222
ENST00000002165,35,0.3811111111111111
ENST00000002165,54,0.46111111111111114
ENST00000002165,207,0.35888888888888887
ENST00000002165,367,0.49444444444444446
ENST00000002165,449,0.31777777777777777
ENST00000002165,457,0.3811111111111111
ENST00000002165,501,0.38333333333333336
ENST00000002165,534,0.38666666666666666
ENST00000002165,547,0.3788888888888889
ENST00000002165,567,0.4111111111111111
ENST00000002165,572,0.4488888888888889
ENST00000002165,576,0.4111111111111111
ENST00000002165,589,0.5444444444444444
ENST00000002165,680,0.5533333333333333
ENST00000002165,708,0.3811111111111111
ENST00000002165,771,0.5044444444444445
ENST00000002165,900,0.3711111111111111
ENST00000002165,907,0.6522222222222223
ENST00000002165,933,0.49444444444444446
ENST00000002165,941,0.46
ENST00000002165,948,0.46555555555555556
ENST00000002165,952,0.4166666666666667
ENST00000002165,990,0.46111111111111114
ENST00000002165,1031,0.47333333333333333
ENST00000002165,1163,0.3388888888888889
ENST00000002165,1188,0.5655555555555556
ENST00000002165,1273,0.4111111111111111
ENST00000002165,1324,0.5366666666666666
ENST00000002165,1339,0.42777777777777776
ENST00000002165,1350,0.36777777777777776
ENST00000002165,1387,0.33555555555555555
ENST00000002165,1400,0.3333333333333333
ENST00000002165,1445,0.5588888888888889
ENST00000002165,1506,0.36444444444444446
ENST00000002165,1553,0.4022222222222222
ENST00000002165,1630,0.34555555555555556
ENST00000002165,1639,0.2911111111111111
ENST00000007516,186,0.4255555555555556
ENST00000007516,204,0.5255555555555556
ENST00000007516,307,0.3655555555555556
ENST00000007516,329,0.44222222222222224
ENST00000007516,337,0.54
ENST00000007516,346,0.56
ENST00000007516,385,0.43777777777777777
ENST00000007516,397,0.6555555555555556
ENST00000007516,406,0.4288888888888889
ENST00000007516,545,0.5222222222222223
ENST00000007516,569,0.47333333333333333
ENST00000007516,604,0.3322222222222222
ENST00000007516,626,0.4888888888888889
ENST00000007516,632,0.69
ENST00000007516,650,0.5711111111111111
ENST00000001008,190,0.3877777777777778
ENST00000001008,257,0.4444444444444444
ENST00000001008,270,0.4077777777777778
ENST00000001008,338,0.44222222222222224
ENST00000001008,389,0.6855555555555556
ENST00000001008,410,0.5055555555555555
ENST00000001008,425,0.5333333333333333
ENST00000001008,458,0.49777777777777776
ENST00000001008,510,0.35333333333333333
ENST00000001008,652,0.5166666666666667
ENST00000001008,725,0.42333333333333334
ENST00000001008,737,0.4122222222222222
ENST00000001008,776,0.35777777777777775
ENST00000001008,831,0.43777777777777777
ENST00000001008,990,0.4855555555555556
ENST00000001008,1179,0.46444444444444444
ENST00000001008,1214,0.3988888888888889
ENST00000001008,1227,0.37
ENST00000001008,1232,0.55
ENST00000001008,1289,0.53
ENST00000001008,1296,0.45666666666666667
ENST00000001008,1357,0.41
ENST00000001008,1454,0.40555555555555556
ENST00000001008,1484,0.5233333333333333
ENST00000001008,1496,0.5266666666666666
ENST00000001008,1555,0.4822222222222222
ENST00000001008,1642,0.39444444444444443
